Li,B,Na,Mg,Al,Si,K,Ca,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Rb,Sr,Y,Mo,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Tl,Pb,U,F,Cl,NO3,SO4,PO4,DOC,temperature,EC,Eh,TDS,pH,d2H,d18O,d_excess,UTM_E,UTM_N
1.0,0.09176148435209103,0.1835822423804297,0.14076607850789047,-0.09692153913618055,0.399723193751955,0.05556921454831586,0.4378031736400374,-0.03346817717531704,-0.08659829181647317,1.6338660935314997e-05,-0.10809845610643305,-0.14487647956895533,0.18173036772250029,0.5715198089019974,0.533559812446638,-0.0934620544753503,0.18291522981519648,-0.23175810933757135,0.13967187742168335,0.469896233676303,0.3706539253721355,0.09619830916872539,0.01953180685902618,0.19985162744247756,0.21073101341680694,0.34822525625004325,0.35538850950596496,0.3382217372891699,0.32023541507347336,0.33223108053484857,0.3363902760781852,0.281739231205817,0.34486500242531354,0.35458228354619553,0.3518069740258108,0.3400345835176921,0.3421074217274644,0.326529152966325,0.30188179964646156,0.2140584045906027,-0.13817554309516442,0.18256903614336628,0.03239956522588511,0.134653991301174,0.28601539783366603,0.3369769167776654,-0.03747338507121479,-0.23829697994396853,0.2554626114215748,0.2568319965963116,0.21010390066409873,0.2564104719568449,-0.25142482224947427,-0.17028264001464294,-0.20055235824255846,0.21234175558132276,-0.3578678162142475,-0.24474322526318054
0.09176148435209103,1.0,0.32437073769640473,0.29794078956047365,0.46729796626586306,-0.2572903273978143,0.7606403440806236,0.5218494854449991,0.43729451690444227,0.05726947584284989,-0.2413714928119365,-0.16999095235644324,-0.18515022844604967,0.33411436289909857,0.2511051651676961,0.3676366468016042,0.4555569298277015,0.15997988141542893,0.07508925689349495,0.6815153383295768,0.44479558195613933,0.07980356599238458,0.49670226807579354,0.6750095248329808,0.19586104187097889,-0.11722171173803995,0.11854279408947284,0.16574644114254544,0.13245034207600576,0.1362651054256707,0.11784444157205615,0.08987384607806513,0.06977618825248667,0.09900948636145313,0.08469950352848074,0.08513016665303849,0.10392995281738293,0.11157998359266291,0.14384461587549827,0.15914475403476364,-0.1436448953986426,0.44912976221684786,0.3710964501616958,0.5799209347895768,0.19348064316664398,0.07691473879858289,0.40332172840874175,-0.10936657716072037,0.49449224584557877,0.2662884392328718,0.3780598989927936,0.13523866467047435,0.3775371607611399,0.47914603026487906,0.2517206714266525,0.31330930064396756,-0.3483513118956281,-0.10732853964079857,-0.10262284824457049
0.1835822423804297,0.32437073769640473,1.0,0.44396368830801325,0.09447643758744514,0.20806890904844313,0.3491863632325509,0.3403992313914417,0.5263835914270785,0.4794344879095744,-0.17634790775087378,-0.14884011799188598,0.003784743928696949,0.2802229724832991,0.25732429402022994,0.04750233663120335,0.03842575214401939,0.3867245342775521,-0.06780484279746729,0.2291856689760859,0.3996186262843228,0.3090972271899875,0.09682770085626292,0.0578103825940811,0.507129355720141,0.3116122993422219,0.25702520447027033,0.2629899935384264,0.2850162843744633,0.2994512216383559,0.3222537314523487,0.33218609236126045,0.31595655551613194,0.32835810385332026,0.3366859671903956,0.36102674342112095,0.39701638298485803,0.4433178324270163,0.5076362556055286,0.5715544287250804,0.13894771548182938,0.1304006397488792,0.3837835378434919,0.5365508416066046,0.9087863900649926,0.725030371080536,0.7094930747303426,-0.01600232610185318,0.13627900488295636,-0.02901965225210595,0.8673365154279121,0.23728413413794283,0.8668630978298972,0.07992113729317542,-0.39362896868761976,-0.37679189131415436,0.31325648386763777,0.20688710808163524,-0.14635108700722071
0.14076607850789047,0.29794078956047365,0.44396368830801325,1.0,0.052159507772003004,0.005909089394934529,0.3350311755055286,0.5994807163184297,0.2021756302571577,0.16400840254876856,0.1998378546779822,0.07950606339400118,0.29578701654597767,0.4132012339931981,0.043648704116382026,0.23983291324991227,0.12930300670529274,0.2315160095636146,0.3097267102238214,0.38324571348059383,0.6360555136289872,0.2998469266754321,0.3236586575499007,-0.022805142087540177,0.24678815680714608,0.4846943266844968,0.2927525062849897,0.2807725535775678,0.28905022238789285,0.3012006250150818,0.29171257401777184,0.29059790264151114,0.34597715148633373,0.2822451739260262,0.27700616703121955,0.2967871848864494,0.32482679836718653,0.3446645384561263,0.3814448914187924,0.4262688178397715,0.24463703282045582,0.08837924094689739,0.33876664372335985,0.4425620894779935,0.4272080280045327,0.21080659281158234,0.4056615294641223,-0.0631237776535905,0.09798049353527123,0.17460739509195444,0.6462522915661965,0.030434035662252924,0.6472604468518978,0.06439777964808786,0.1609306671705002,0.1096283917679158,-0.03719815128719369,0.019454694968119017,-0.3910358319088698
-0.09692153913618055,0.46729796626586306,0.09447643758744514,0.052159507772003004,1.0,-0.42395915983681814,0.623214643839126,0.09479917392893844,0.4541306503001541,0.27921425640669795,-0.1759789093474767,-0.12310272605807511,-0.09431440064638874,0.15126570531016248,0.09593541631180386,-0.025366951625547696,0.9717329530542385,0.3242179795243068,0.12424575238959402,0.503237240365667,-0.008456703397385325,0.25172354187238327,0.19935855848127393,0.3692490621400623,0.13643407560174436,-0.04375812177704385,0.28720413101983283,0.3465571816818073,0.3313603205186917,0.35616504594655324,0.34354874588800205,0.33040046674672413,0.3110745400456964,0.33169091794701305,0.31866621942019285,0.30364022675063956,0.2991577010190752,0.3045193802836753,0.27929709998359475,0.2334461612954265,-0.05906091419114488,0.8225893738204472,0.5893444141444504,0.18411770230573757,0.1742609346131538,0.21581018053525616,0.036152018055770535,-0.013063765325141271,0.7395083177780389,0.09579191175361525,0.13124831108842974,0.15816806907377232,0.13206865780507876,0.38699080743799813,0.3793274423611618,0.4369981954220197,-0.45305425195798826,-0.15695173252726455,-0.014748624962602673
0.399723193751955,-0.2572903273978143,0.20806890904844313,0.005909089394934529,-0.42395915983681814,1.0,-0.4799006332262058,0.0013651875614029058,-0.09339989236063016,0.058632151209320436,0.13044648581720275,0.2825047119024102,0.06460610959799086,-0.032144895807129446,-0.028493616294272748,-0.15727829518561992,-0.4224583886532662,0.13869142333262724,-0.03932134062001079,-0.41573460565247916,0.14821909635431169,0.0595540929193496,-0.36338461386182175,-0.23875060613140678,-0.061229002515796827,0.27864551843276747,0.004159744260493916,-0.01981105814319398,-0.005983974852085439,-0.019584293427646293,0.004194150614070058,0.023216321116502115,0.01755702898713214,0.01897976619752423,0.034974604350084544,0.04501818016171896,0.04426399247733075,0.04026582622530697,0.06431651670894954,0.0743756411989026,0.1378780625912536,-0.3384296360480856,-0.3067848886812067,-0.2540114910173337,0.1178910620186672,0.1436258721249742,0.08990150027291163,0.406665233288289,-0.49966219765659625,0.23784676242455538,0.11021865071250984,-0.1243667180996157,0.10971898095321198,-0.4777350245928808,-0.6024600445970274,-0.6436139152911114,0.6163620800565469,0.1650710380032224,-0.15749360719444927
0.05556921454831586,0.7606403440806236,0.3491863632325509,0.3350311755055286,0.623214643839126,-0.4799006332262058,1.0,0.4914579433633807,0.6321063556011344,0.3283214772786319,-0.08283166519526503,-0.1545300439916241,-0.0657988787851161,0.42090678582338836,0.3841074113499502,0.4777472636401414,0.6136068755819855,0.3435233486086441,0.18835842996550203,0.9099807149362585,0.4314429864283705,0.24331715744912724,0.6151304491284862,0.36384315641185344,0.5207459323911936,0.00812165439288385,0.2962792195983306,0.35243287707373533,0.3109623862885339,0.33074042137248055,0.30609751491577225,0.28256516940647963,0.2645139990689283,0.2786208749010432,0.2641452814655344,0.2708518756005225,0.292832476926114,0.3116315800142473,0.3348942326929775,0.3461824023406642,0.031211701447836054,0.519372987002167,0.6345403347213657,0.6167693194182422,0.3478446597555568,0.18977923022038784,0.43777350490353695,-0.20119318492539215,0.7364665757017956,0.24481538790516097,0.5038440012820482,0.19335859435994746,0.5039491706658744,0.4566458471285764,0.48190954400702857,0.5135365046364483,-0.49038631771831515,-0.1837518004149259,-0.22244598161550888
0.4378031736400374,0.5218494854449991,0.3403992313914417,0.5994807163184297,0.09479917392893844,0.0013651875614029058,0.4914579433633807,1.0,0.2161087131714883,0.06895256182027956,0.0196937998135857,-0.0013845839591300937,-0.022403989000076497,0.2755125589364807,0.5742476825706949,0.5442953095747941,0.19017119418382236,0.08155044855401242,0.16722384145386948,0.5793018800945743,0.926074316269152,-0.08252594464015028,0.4074157379582662,0.1550982328644129,0.4006217544724033,0.03713196501140714,-0.06912524753059435,-0.031272317747962394,-0.0710768671724156,-0.06580364998041865,-0.07337718233927436,-0.08760830792054312,-0.08069713565678555,-0.08566371389070357,-0.08702725169309736,-0.07574197145569243,-0.05850501465756464,-0.034442415538405755,0.0033392424569755772,0.03835005020986559,-0.20192768529637947,0.044581338184860195,0.6182170710227286,0.5428083269315649,0.14384817777344053,-0.06530969515895675,0.4548605113054352,0.016474076745946593,0.2958508193315477,0.11560282641889798,0.6349819403352721,-0.0648612922235738,0.6348306569139073,0.4864318125393419,0.2511414380006607,0.233713525251516,-0.18618491894633488,0.04354624985349377,-0.43890270807942766
-0.03346817717531704,0.43729451690444227,0.5263835914270785,0.2021756302571577,0.4541306503001541,-0.09339989236063016,0.6321063556011344,0.2161087131714883,1.0,0.6345528930233955,-0.008775262883629306,0.05556323477648849,0.048579294322097684,0.5225637177459184,0.17755084138748967,0.07800035328379604,0.4221471925272127,0.6263449698018159,0.21083206099064228,0.48546912326925934,0.23683149037645357,0.32294678802002347,0.5520900678046557,0.35167751193529806,0.5120031825083012,0.06408568366656492,0.36329972367407054,0.4330865127080055,0.3731281432343564,0.40450005562846214,0.38428905386378254,0.35880785933132414,0.35150314940204525,0.34463863739714784,0.33011736056947444,0.3597298846935345,0.3971157889551261,0.43630861281801797,0.479536755762616,0.5234062764403707,0.15151941455847032,0.47985873249873623,0.4837854341082094,0.4305532692340484,0.49455730171472784,0.3053227901970628,0.6179489210664025,0.21072134672575707,0.5219779104226298,0.04683340538114716,0.5579921756045664,0.02370444891595852,0.5581339246157535,0.238618462810048,0.030332660589151173,0.03380718549084752,-0.03390190251929372,0.045618246912984814,-0.1280186457806033
-0.08659829181647317,0.05726947584284989,0.4794344879095744,0.16400840254876856,0.27921425640669795,0.058632151209320436,0.3283214772786319,0.06895256182027956,0.6345528930233955,1.0,0.2403446788500438,0.45021168008798274,0.2916665201571492,0.34406366412445366,0.17653004100222372,-0.11872746418023016,0.23627885160648532,0.7146201087568461,0.4815484540909522,0.335412874048427,0.10765931002667732,0.22264215891449127,0.22647306351023042,-0.005395204433780101,0.5850734415651826,0.308972065257731,0.16569669987722524,0.21159925036371088,0.2142813510412286,0.2526586055620701,0.27742150862562737,0.2866965121394232,0.31759199377123826,0.26375429454223037,0.2670673274314186,0.2943281914657424,0.31961774807648713,0.35155972746305675,0.37667154816403287,0.3970761746541727,0.053452422218083155,0.40422206529403143,0.49595665224250174,0.30864620392337044,0.4971983680392168,0.31049866893004924,0.18911519361927825,0.35016182226924336,0.47910736877711846,-0.0009040822463220442,0.5555594317752605,-0.21449763776658096,0.5562251671368089,0.10595658072845449,-0.011677002583840523,-0.10522200295372314,0.20169214774517852,0.34541989446658294,-0.19207448522382486
