Li,B,Na,Mg,Al,Si,K,Ca,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Rb,Sr,Y,Mo,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Tl,Pb,U,F,Cl,NO3,SO4,PO4
0.01,1.2,2.0,0.2,0.4,913.0,47.0,9.0,0.003,0.01,0.03,1.6,0.006,0.04,0.05,0.1,0.001,0.001,0.005,0.01,0.009,0.005,0.004,0.001,0.0005,0.009,0.006,0.007,0.001,0.005,0.001,0.0005,0.001,0.0003,0.001,0.0002,0.0005,0.0002,0.0003,0.0002,0.0003,0.002,0.002,0.0025,0.0025,0.01,0.005,0.01
